,Date,Post patch?,PCR cycles,Cre_line
5106,2017-05-10,No-Seal,21.0,Rorb-IRES2-Cre
5107,2017-05-10,Nucleated,21.0,Rorb-IRES2-Cre
5108,2017-05-10,No-Seal,21.0,Rorb-IRES2-Cre
5109,2017-05-10,Nucleated,21.0,Rorb-IRES2-Cre
5110,2017-05-10,Nucleated,21.0,Rorb-IRES2-Cre
5111,2017-05-10,No-Seal,21.0,Rorb-IRES2-Cre
5112,2017-05-10,Nucleated,21.0,Rorb-IRES2-Cre
5113,2017-05-10,Partial-Nucleus,21.0,Rorb-IRES2-Cre
5116,2017-05-10,Partial-Nucleus,21.0,Rorb-IRES2-Cre
5117,2017-05-10,Partial-Nucleus,21.0,Rorb-IRES2-Cre
5118,2017-05-10,Entire-Cell,21.0,Rorb-IRES2-Cre
5119,2017-05-10,Nucleated,21.0,Rorb-IRES2-Cre
5120,2017-05-10,Partial-Nucleus,21.0,Rorb-IRES2-Cre
5121,2017-05-10,Nucleated,21.0,Rorb-IRES2-Cre
5128,2017-05-11,No-Seal,21.0,Cux2-CreERT2
5129,2017-05-11,No-Seal,21.0,Cux2-CreERT2
5130,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5131,2017-05-11,Partial-Nucleus,21.0,Cux2-CreERT2
5132,2017-05-11,No-Seal,21.0,Cux2-CreERT2
5133,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5134,2017-05-11,Outside-Out,21.0,Cux2-CreERT2
5135,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5136,2017-05-11,Partial-Nucleus,21.0,Cux2-CreERT2
5139,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5140,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5141,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5142,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5143,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5144,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5145,2017-05-11,No-Seal,21.0,Cux2-CreERT2
5146,2017-05-11,Nucleated,21.0,Cux2-CreERT2
5147,2017-05-11,Partial-Nucleus,21.0,Cux2-CreERT2
5154,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5155,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5156,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5157,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5158,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5159,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5160,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5161,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5162,2017-05-12,Partial-Nucleus,21.0,Cux2-CreERT2
5163,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5166,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5167,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5168,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5169,2017-05-12,Partial-Nucleus,21.0,Cux2-CreERT2
5170,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5171,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5172,2017-05-12,Partial-Nucleus,21.0,Cux2-CreERT2
5173,2017-05-12,No-Seal,21.0,Cux2-CreERT2
5174,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5175,2017-05-12,Nucleated,21.0,Cux2-CreERT2
5182,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5183,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5184,2017-05-15,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5185,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5186,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5187,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5188,2017-05-15,Nucleated,21.0,Pvalb-IRES-Cre
5189,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5190,2017-05-15,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5193,2017-05-15,Outside-Out,21.0,Pvalb-IRES-Cre
5194,2017-05-15,Nucleated,21.0,Pvalb-IRES-Cre
5195,2017-05-15,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5196,2017-05-15,Nucleated,21.0,Pvalb-IRES-Cre
5197,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5198,2017-05-15,Nucleated,21.0,Pvalb-IRES-Cre
5199,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5200,2017-05-15,No-Seal,21.0,Pvalb-IRES-Cre
5207,2017-05-16,Nucleated,21.0,Gad2-IRES-Cre
5208,2017-05-16,No-Seal,21.0,Gad2-IRES-Cre
5209,2017-05-16,No-Seal,21.0,Gad2-IRES-Cre
5210,2017-05-16,No-Seal,21.0,Gad2-IRES-Cre
5211,2017-05-16,Nucleated,21.0,Gad2-IRES-Cre
5212,2017-05-16,No-Seal,21.0,Gad2-IRES-Cre
5215,2017-05-16,Outside-Out,21.0,Gad2-IRES-Cre
5216,2017-05-16,Nucleated,21.0,Gad2-IRES-Cre
5217,2017-05-16,Nucleated,21.0,Gad2-IRES-Cre
5218,2017-05-16,Nucleated,21.0,Gad2-IRES-Cre
5219,2017-05-16,Nucleated,21.0,Gad2-IRES-Cre
5220,2017-05-16,Nucleated,21.0,Gad2-IRES-Cre
5221,2017-05-16,Partial-Nucleus,21.0,Gad2-IRES-Cre
5228,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5229,2017-05-17,Partial-Nucleus,21.0,Gad2-IRES-Cre
5230,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5231,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5232,2017-05-17,No-Seal,21.0,Gad2-IRES-Cre
5233,2017-05-17,No-Seal,21.0,Gad2-IRES-Cre
5234,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5235,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5236,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5237,2017-05-17,No-Seal,21.0,Gad2-IRES-Cre
5240,2017-05-17,Partial-Nucleus,21.0,Gad2-IRES-Cre
5241,2017-05-17,Partial-Nucleus,21.0,Gad2-IRES-Cre
5242,2017-05-17,Outside-Out,21.0,Gad2-IRES-Cre
5243,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5244,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5245,2017-05-17,No-Seal,21.0,Gad2-IRES-Cre
5246,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5247,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5248,2017-05-17,Nucleated,21.0,Gad2-IRES-Cre
5251,2017-05-17,Partial-Nucleus,21.0,Gad2-IRES-Cre
5252,2017-05-17,Partial-Nucleus,21.0,Gad2-IRES-Cre
5253,2017-05-17,missing,21.0,Gad2-IRES-Cre
5260,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5261,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5262,2017-05-18,Outside-Out,21.0,Pvalb-IRES-Cre
5263,2017-05-18,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5264,2017-05-18,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5265,2017-05-18,No-Seal,21.0,Pvalb-IRES-Cre
5266,2017-05-18,No-Seal,21.0,Pvalb-IRES-Cre
5269,2017-05-18,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5270,2017-05-18,No-Seal,21.0,Pvalb-IRES-Cre
5271,2017-05-18,No-Seal,21.0,Pvalb-IRES-Cre
5272,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5273,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5274,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5275,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5276,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5277,2017-05-18,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5278,2017-05-18,No-Seal,21.0,Pvalb-IRES-Cre
5281,2017-05-18,Entire-Cell,21.0,Pvalb-IRES-Cre
5282,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5283,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5284,2017-05-18,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5285,2017-05-18,No-Seal,21.0,Pvalb-IRES-Cre
5286,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5287,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5288,2017-05-18,Nucleated,21.0,Pvalb-IRES-Cre
5289,2017-05-18,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5296,2017-05-19,Partial-Nucleus,21.0,Gad2-IRES-Cre
5297,2017-05-19,Nucleated,21.0,Gad2-IRES-Cre
5298,2017-05-19,Nucleated,21.0,Gad2-IRES-Cre
5299,2017-05-19,Partial-Nucleus,21.0,Gad2-IRES-Cre
5300,2017-05-19,No-Seal,21.0,Gad2-IRES-Cre
5301,2017-05-19,Nucleated,21.0,Gad2-IRES-Cre
5302,2017-05-19,Nucleated,21.0,Gad2-IRES-Cre
5305,2017-05-19,No-Seal,21.0,Gad2-IRES-Cre
5306,2017-05-19,No-Seal,21.0,Gad2-IRES-Cre
5307,2017-05-19,Nucleated,21.0,Gad2-IRES-Cre
5308,2017-05-19,No-Seal,21.0,Gad2-IRES-Cre
5309,2017-05-19,No-Seal,21.0,Gad2-IRES-Cre
5310,2017-05-19,No-Seal,21.0,Gad2-IRES-Cre
5311,2017-05-19,No-Seal,21.0,Gad2-IRES-Cre
5312,2017-05-19,Nucleated,21.0,Gad2-IRES-Cre
5319,2017-05-22,Nucleated,21.0,Slc32a1-IRES-Cre
5320,2017-05-22,No-Seal,21.0,Slc32a1-IRES-Cre
5321,2017-05-22,Nucleated,21.0,Slc32a1-IRES-Cre
5322,2017-05-22,Nucleated,21.0,Slc32a1-IRES-Cre
5323,2017-05-22,Nucleated,21.0,Slc32a1-IRES-Cre
5326,2017-05-22,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5327,2017-05-22,Nucleated,21.0,Slc32a1-IRES-Cre
5334,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5335,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5336,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5337,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5338,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5339,2017-05-23,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5340,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5341,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5342,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5343,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5346,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5347,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5348,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5349,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5350,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5351,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5352,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5353,2017-05-23,No-Seal,21.0,Slc32a1-IRES-Cre
5354,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5355,2017-05-23,Nucleated,21.0,Slc32a1-IRES-Cre
5359,2017-05-23,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5360,2017-05-23,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5361,2017-05-23,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5362,2017-05-23,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5369,2017-05-24,Nucleated,21.0,Slc32a1-IRES-Cre
5370,2017-05-24,Nucleated,21.0,Slc32a1-IRES-Cre
5371,2017-05-24,Nucleated,21.0,Slc32a1-IRES-Cre
5372,2017-05-24,Entire-Cell,21.0,Slc32a1-IRES-Cre
5375,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5376,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5377,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5378,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5379,2017-05-25,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5380,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5381,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5382,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5383,2017-05-25,No-Seal,21.0,Slc32a1-IRES-Cre
5384,2017-05-25,No-Seal,21.0,Slc32a1-IRES-Cre
5387,2017-05-25,No-Seal,21.0,Slc32a1-IRES-Cre
5388,2017-05-25,No-Seal,21.0,Slc32a1-IRES-Cre
5389,2017-05-25,No-Seal,21.0,Slc32a1-IRES-Cre
5390,2017-05-25,No-Seal,21.0,Slc32a1-IRES-Cre
5391,2017-05-25,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5392,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5393,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5394,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5395,2017-05-25,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5396,2017-05-25,Nucleated,21.0,Slc32a1-IRES-Cre
5403,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5404,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5405,2017-05-26,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5406,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5407,2017-05-26,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5408,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5409,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5410,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5411,2017-05-26,Outside-Out,21.0,Slc32a1-IRES-Cre
5412,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5415,2017-05-26,No-Seal,21.0,Slc32a1-IRES-Cre
5416,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5417,2017-05-26,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5418,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5419,2017-05-26,No-Seal,21.0,Slc32a1-IRES-Cre
5420,2017-05-26,Partial-Nucleus,21.0,Slc32a1-IRES-Cre
5421,2017-05-26,No-Seal,21.0,Slc32a1-IRES-Cre
5422,2017-05-26,No-Seal,21.0,Slc32a1-IRES-Cre
5423,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5424,2017-05-26,Nucleated,21.0,Slc32a1-IRES-Cre
5432,2017-06-01,No-Seal,21.0,Vip-IRES-Cre
5433,2017-06-01,No-Seal,21.0,Vip-IRES-Cre
5434,2017-06-01,Partial-Nucleus,21.0,Vip-IRES-Cre
5435,2017-06-01,Nucleated,21.0,Vip-IRES-Cre
5436,2017-06-01,Entire-Cell,21.0,Vip-IRES-Cre
5437,2017-06-01,Nucleated,21.0,Vip-IRES-Cre
5440,2017-06-01,No-Seal,21.0,Vip-IRES-Cre
5441,2017-06-01,No-Seal,21.0,Vip-IRES-Cre
5442,2017-06-01,Nucleated,21.0,Vip-IRES-Cre
5443,2017-06-01,No-Seal,21.0,Vip-IRES-Cre
5449,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5450,2017-06-02,No-Seal,21.0,Vip-IRES-Cre
5451,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5452,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5453,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5454,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5455,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5456,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5459,2017-06-02,No-Seal,21.0,Vip-IRES-Cre
5460,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5461,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5462,2017-06-02,No-Seal,21.0,Vip-IRES-Cre
5463,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5464,2017-06-02,No-Seal,21.0,Vip-IRES-Cre
5465,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5466,2017-06-02,No-Seal,21.0,Vip-IRES-Cre
5467,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5468,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5471,2017-06-02,Partial-Nucleus,21.0,Vip-IRES-Cre
5472,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5473,2017-06-02,Partial-Nucleus,21.0,Vip-IRES-Cre
5474,2017-06-02,Nucleated,21.0,Vip-IRES-Cre
5481,2017-06-05,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5482,2017-06-05,No-Seal,21.0,Pvalb-IRES-Cre
5483,2017-06-05,No-Seal,21.0,Pvalb-IRES-Cre
5484,2017-06-05,No-Seal,21.0,Pvalb-IRES-Cre
5485,2017-06-05,No-Seal,21.0,Pvalb-IRES-Cre
5486,2017-06-05,Nucleated,21.0,Pvalb-IRES-Cre
5487,2017-06-05,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5488,2017-06-05,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5491,2017-06-05,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5492,2017-06-05,No-Seal,21.0,Pvalb-IRES-Cre
5493,2017-06-05,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5494,2017-06-05,Nucleated,21.0,Pvalb-IRES-Cre
5495,2017-06-05,No-Seal,21.0,Pvalb-IRES-Cre
5503,2017-06-06,Nucleated,21.0,Pvalb-IRES-Cre
5504,2017-06-06,Nucleated,21.0,Pvalb-IRES-Cre
5505,2017-06-06,No-Seal,21.0,Pvalb-IRES-Cre
5506,2017-06-06,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5507,2017-06-06,No-Seal,21.0,Pvalb-IRES-Cre
5508,2017-06-06,No-Seal,21.0,Pvalb-IRES-Cre
5511,2017-06-06,Nucleated,21.0,Pvalb-IRES-Cre
5512,2017-06-06,Partial-Nucleus,21.0,Pvalb-IRES-Cre
5513,2017-06-06,No-Seal,21.0,Pvalb-IRES-Cre
5514,2017-06-06,Nucleated,21.0,Pvalb-IRES-Cre
5521,2017-06-07,No-Seal,21.0,Vip-IRES-Cre
5522,2017-06-07,No-Seal,21.0,Vip-IRES-Cre
5523,2017-06-07,Nucleated,21.0,Vip-IRES-Cre
5530,2017-06-08,Outside-Out,21.0,Vip-IRES-Cre
5531,2017-06-08,Outside-Out,21.0,Vip-IRES-Cre
