,Date,Post patch?,Post patch pipette R,PCR cycles,post patch class,Cre_line
4971,2017-04-19,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
4973,2017-04-19,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
4975,2017-04-19,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
4988,2017-04-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
4997,2017-04-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5009,2017-04-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5022,2017-04-21,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5026,2017-04-21,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5027,2017-04-21,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5035,2017-04-21,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5045,2017-04-24,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
5051,2017-04-24,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5058,2017-04-24,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
5063,2017-04-24,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5073,2017-04-25,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5084,2017-04-25,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5085,2017-04-25,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5089,2017-04-25,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5111,2017-04-26,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
5114,2017-04-26,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5117,2017-04-26,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5134,2017-04-27,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5146,2017-04-27,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5154,2017-04-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
5164,2017-04-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
5166,2017-04-28,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
5184,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5185,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5186,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5189,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5192,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5196,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5198,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5199,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5200,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5204,2017-05-01,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5212,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5213,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5215,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5220,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5225,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5226,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5229,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5230,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5233,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5234,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5235,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5238,2017-05-02,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre-neo
5250,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5251,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5254,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5261,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5262,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5263,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5270,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5276,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5277,2017-05-03,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
5287,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5289,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5290,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5291,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5295,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5296,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5298,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5307,2017-05-04,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
5308,2017-05-04,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
5309,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5310,2017-05-04,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5315,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5318,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5319,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5320,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5328,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5331,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5333,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5334,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5339,2017-05-05,Nucleated,,21.0,Nucleated,Nr5a1-Cre
5347,2017-05-10,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5351,2017-05-10,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5358,2017-05-10,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5360,2017-05-10,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5361,2017-05-10,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5363,2017-05-10,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5370,2017-05-10,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5372,2017-05-10,Nucleated,,21.0,Nucleated,Rorb-IRES2-Cre
5381,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5384,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5386,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5390,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5391,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5392,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5393,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5394,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5395,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5397,2017-05-11,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5411,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5412,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5414,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5417,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5418,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5421,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5422,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5425,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5426,2017-05-12,Nucleated,,21.0,Nucleated,Cux2-CreERT2
5439,2017-05-15,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5445,2017-05-15,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5447,2017-05-15,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5449,2017-05-15,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5458,2017-05-16,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5462,2017-05-16,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5467,2017-05-16,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5468,2017-05-16,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5469,2017-05-16,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5470,2017-05-16,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5471,2017-05-16,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5479,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5481,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5482,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5485,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5486,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5487,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5494,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5495,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5497,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5498,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5499,2017-05-17,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5511,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5512,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5523,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5524,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5525,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5526,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5527,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5533,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5534,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5537,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5538,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5539,2017-05-18,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5548,2017-05-19,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5549,2017-05-19,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5552,2017-05-19,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5553,2017-05-19,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5558,2017-05-19,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5563,2017-05-19,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5570,2017-05-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5572,2017-05-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5573,2017-05-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5574,2017-05-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5578,2017-05-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5586,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5587,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5588,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5601,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5602,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5603,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5605,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5606,2017-05-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5620,2017-05-24,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5621,2017-05-24,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5622,2017-05-24,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5626,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5627,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5628,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5629,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5631,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5632,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5633,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5643,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5644,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5645,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5647,2017-05-25,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5654,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5655,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5657,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5659,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5660,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5661,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5663,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5667,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5669,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5674,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5675,2017-05-26,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5686,2017-06-01,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5688,2017-06-01,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5693,2017-06-01,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5700,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5702,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5703,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5704,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5705,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5706,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5707,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5711,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5712,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5714,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5716,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5718,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5719,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5723,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5725,2017-06-02,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5737,2017-06-05,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5745,2017-06-05,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5754,2017-06-06,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5755,2017-06-06,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5762,2017-06-06,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5765,2017-06-06,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
5774,2017-06-07,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5785,2017-06-08,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
5795,2017-06-09,Nucleated,,21.0,Nucleated,Chat-IRES-Cre-neo
5802,2017-06-09,Nucleated,,21.0,Nucleated,Chat-IRES-Cre-neo
5812,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5815,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5816,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5822,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5823,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5824,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5825,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5826,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5828,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5829,2017-06-12,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5842,2017-06-13,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5843,2017-06-13,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5844,2017-06-13,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5848,2017-06-13,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5850,2017-06-13,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5858,2017-06-13,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5863,2017-06-14,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5864,2017-06-14,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5867,2017-06-14,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5868,2017-06-14,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
5886,2017-06-19,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5887,2017-06-19,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5890,2017-06-19,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5900,2017-06-19,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5907,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5908,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5909,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5910,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5911,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5914,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5921,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5926,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5927,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5928,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5929,2017-06-20,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5942,2017-06-21,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5943,2017-06-21,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5946,2017-06-21,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5954,2017-06-21,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5956,2017-06-21,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5957,2017-06-21,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5964,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5967,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5968,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5969,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5970,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5974,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5977,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5978,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5980,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5984,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5987,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5988,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5989,2017-06-22,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5997,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5998,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
5999,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6000,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6001,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6002,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6004,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6006,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6007,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6011,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6012,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6013,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6014,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6015,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6016,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6017,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6025,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6026,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6027,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6028,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6029,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6030,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6031,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6032,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6033,2017-06-23,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6040,2017-06-26,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6047,2017-06-26,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6051,2017-06-26,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6052,2017-06-26,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6054,2017-06-26,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6055,2017-06-26,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6062,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6063,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6064,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6065,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6067,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6071,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6074,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6076,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6077,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6078,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6080,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6081,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6083,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6087,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6088,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6089,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6090,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6091,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6093,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6094,2017-06-27,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6102,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6104,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6106,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6107,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6108,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6110,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6117,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6119,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6120,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6121,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6122,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6123,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6124,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6125,2017-06-28,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6132,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6133,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6134,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6139,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6142,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6145,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6146,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6149,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6155,2017-06-29,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6168,2017-06-30,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
