,Date,Post patch?,Post patch pipette R,PCR cycles,post patch class,Cre_line
5147,2017-04-27,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5160,2017-04-28,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5165,2017-04-28,No-Seal,,21.0,No seal,Scnn1a-Tg3-Cre
5168,2017-04-28,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5170,2017-04-28,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5180,2017-05-01,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5187,2017-05-01,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5191,2017-05-01,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5197,2017-05-01,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5201,2017-05-01,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5214,2017-05-02,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5216,2017-05-02,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5217,2017-05-02,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5218,2017-05-02,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5227,2017-05-02,No-Seal,,21.0,No seal,Rorb-IRES2-Cre-neo
5249,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5252,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5253,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5255,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5256,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5258,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5264,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5265,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5266,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5267,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5268,2017-05-03,No-Seal,,21.0,No seal,Scnn1a-Tg2-Cre
5283,2017-05-04,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5285,2017-05-04,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5286,2017-05-04,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5292,2017-05-04,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5300,2017-05-04,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5301,2017-05-04,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5303,2017-05-04,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5316,2017-05-05,No-Seal,,21.0,No seal,Nr5a1-Cre
5317,2017-05-05,No-Seal,,21.0,No seal,Nr5a1-Cre
5321,2017-05-05,No-Seal,,21.0,No seal,Nr5a1-Cre
5322,2017-05-05,No-Seal,,21.0,No seal,Nr5a1-Cre
5323,2017-05-05,No-Seal,,21.0,No seal,Nr5a1-Cre
5324,2017-05-05,No-Seal,,21.0,No seal,Nr5a1-Cre
5327,2017-05-05,No-Seal,,21.0,No seal,Nr5a1-Cre
5346,2017-05-10,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5348,2017-05-10,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5349,2017-05-10,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5350,2017-05-10,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5354,2017-05-10,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5357,2017-05-10,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5359,2017-05-10,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5362,2017-05-10,No-Seal,,21.0,No seal,Rorb-IRES2-Cre
5379,2017-05-11,No-Seal,,21.0,No seal,Cux2-CreERT2
5380,2017-05-11,No-Seal,,21.0,No seal,Cux2-CreERT2
5383,2017-05-11,No-Seal,,21.0,No seal,Cux2-CreERT2
5396,2017-05-11,No-Seal,,21.0,No seal,Cux2-CreERT2
5405,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5406,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5407,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5408,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5409,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5410,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5419,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5424,2017-05-12,No-Seal,,21.0,No seal,Cux2-CreERT2
5433,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5434,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5436,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5437,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5438,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5440,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5448,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5450,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5451,2017-05-15,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5459,2017-05-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5460,2017-05-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5461,2017-05-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5463,2017-05-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5483,2017-05-17,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5484,2017-05-17,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5488,2017-05-17,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5496,2017-05-17,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5516,2017-05-18,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5517,2017-05-18,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5521,2017-05-18,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5522,2017-05-18,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5529,2017-05-18,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5536,2017-05-18,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5551,2017-05-19,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5556,2017-05-19,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5557,2017-05-19,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5559,2017-05-19,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5560,2017-05-19,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5561,2017-05-19,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5562,2017-05-19,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5571,2017-05-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5585,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5589,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5591,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5592,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5593,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5594,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5597,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5598,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5599,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5600,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5604,2017-05-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5634,2017-05-25,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5635,2017-05-25,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5638,2017-05-25,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5639,2017-05-25,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5640,2017-05-25,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5641,2017-05-25,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5666,2017-05-26,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5670,2017-05-26,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5672,2017-05-26,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5673,2017-05-26,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5683,2017-06-01,No-Seal,,21.0,No seal,Vip-IRES-Cre
5684,2017-06-01,No-Seal,,21.0,No seal,Vip-IRES-Cre
5691,2017-06-01,No-Seal,,21.0,No seal,Vip-IRES-Cre
5692,2017-06-01,No-Seal,,21.0,No seal,Vip-IRES-Cre
5694,2017-06-01,No-Seal,,21.0,No seal,Vip-IRES-Cre
5701,2017-06-02,No-Seal,,21.0,No seal,Vip-IRES-Cre
5710,2017-06-02,No-Seal,,21.0,No seal,Vip-IRES-Cre
5713,2017-06-02,No-Seal,,21.0,No seal,Vip-IRES-Cre
5715,2017-06-02,No-Seal,,21.0,No seal,Vip-IRES-Cre
5717,2017-06-02,No-Seal,,21.0,No seal,Vip-IRES-Cre
5733,2017-06-05,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5734,2017-06-05,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5735,2017-06-05,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5736,2017-06-05,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5743,2017-06-05,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5746,2017-06-05,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5756,2017-06-06,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5758,2017-06-06,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5759,2017-06-06,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5764,2017-06-06,No-Seal,,21.0,No seal,Pvalb-IRES-Cre
5772,2017-06-07,No-Seal,,21.0,No seal,Vip-IRES-Cre
5773,2017-06-07,No-Seal,,21.0,No seal,Vip-IRES-Cre
5784,2017-06-08,No-Seal,,21.0,No seal,Vip-IRES-Cre
5792,2017-06-09,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
5794,2017-06-09,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
5797,2017-06-09,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
5798,2017-06-09,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
5799,2017-06-09,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
5805,2017-06-09,No-Seal,,21.0,No seal,Chat-IRES-Cre-neo
5813,2017-06-12,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5817,2017-06-12,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5818,2017-06-12,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5819,2017-06-12,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5827,2017-06-12,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5833,2017-06-12,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5840,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5841,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5845,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5846,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5849,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5853,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5856,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5857,2017-06-13,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5865,2017-06-14,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5871,2017-06-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5872,2017-06-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5874,2017-06-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5875,2017-06-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5877,2017-06-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5880,2017-06-16,No-Seal,,21.0,No seal,Gad2-IRES-Cre
5885,2017-06-19,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5888,2017-06-19,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5891,2017-06-19,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5892,2017-06-19,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5895,2017-06-19,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5897,2017-06-19,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5899,2017-06-19,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5912,2017-06-20,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5913,2017-06-20,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5920,2017-06-20,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5922,2017-06-20,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5938,2017-06-21,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5940,2017-06-21,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5941,2017-06-21,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5948,2017-06-21,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5949,2017-06-21,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5950,2017-06-21,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5955,2017-06-21,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5965,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5966,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5975,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5976,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5979,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5981,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5985,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
5990,2017-06-22,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6003,2017-06-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6005,2017-06-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6008,2017-06-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6019,2017-06-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6022,2017-06-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6023,2017-06-23,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6041,2017-06-26,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6042,2017-06-26,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6043,2017-06-26,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6048,2017-06-26,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6049,2017-06-26,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6050,2017-06-26,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6053,2017-06-26,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6066,2017-06-27,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6075,2017-06-27,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6079,2017-06-27,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6082,2017-06-27,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6086,2017-06-27,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6092,2017-06-27,No-Seal,,21.0,No seal,Gad2-IRES-Cre
6101,2017-06-28,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6103,2017-06-28,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6105,2017-06-28,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6109,2017-06-28,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6114,2017-06-28,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6118,2017-06-28,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6135,2017-06-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6136,2017-06-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6137,2017-06-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6138,2017-06-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6143,2017-06-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6151,2017-06-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6152,2017-06-29,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6162,2017-06-30,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6163,2017-06-30,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6164,2017-06-30,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6165,2017-06-30,No-Seal,,21.0,No seal,Slc32a1-IRES-Cre
6220,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6225,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6226,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6229,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6230,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6231,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6237,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6244,2017-07-05,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6245,2017-07-05,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6247,2017-07-05,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6248,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6253,2017-07-05,No-Seal,,21.0,No seal,Vip-IRES-Cre
6261,2017-07-06,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6264,2017-07-06,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6266,2017-07-06,No-Seal,,21.0,No seal,Vip-IRES-Cre
6267,2017-07-06,No-Seal,,21.0,No seal,Vip-IRES-Cre
6275,2017-07-06,No-Seal,,21.0,No seal,Vip-IRES-Cre
6284,2017-07-06,No-Seal,,21.0,No seal,Vip-IRES-Cre
6285,2017-07-06,No-Seal,,21.0,No seal,Vip-IRES-Cre
6295,2017-07-07,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6298,2017-07-07,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6299,2017-07-07,No-Seal,,21.0,No seal,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6300,2017-07-07,No-Seal,,21.0,No seal,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6306,2017-07-07,No-Seal,,21.0,No seal,Chrna2-Cre_OE25
6315,2017-07-07,No-Seal,,21.0,No seal,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6316,2017-07-07,No-Seal,,21.0,No seal,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6318,2017-07-07,No-Seal,,21.0,No seal,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6329,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6330,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6331,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6334,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6337,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6352,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6353,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6358,2017-07-10,No-Seal,,21.0,No seal,Sst-IRES-Cre
6366,2017-07-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
6367,2017-07-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
6373,2017-07-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
6374,2017-07-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
6380,2017-07-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
6382,2017-07-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
6384,2017-07-12,No-Seal,,21.0,No seal,Sst-IRES-Cre
6393,2017-07-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
6396,2017-07-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
6397,2017-07-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
6398,2017-07-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
6405,2017-07-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
6406,2017-07-13,No-Seal,,21.0,No seal,Sst-IRES-Cre
6414,2017-07-14,No-Seal,,21.0,No seal,Slc17a8-IRES2-Cre
6417,2017-07-14,No-Seal,,21.0,No seal,Slc17a8-IRES2-Cre
6420,2017-07-14,No-Seal,,21.0,No seal,Slc17a8-IRES2-Cre
6438,2017-07-17,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6441,2017-07-17,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6442,2017-07-17,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6464,2017-07-18,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6468,2017-07-18,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6471,2017-07-18,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6475,2017-07-18,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6477,2017-07-18,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6489,2017-07-19,No-Seal,,21.0,No seal,Glt25d2-Cre_NF107
6490,2017-07-19,No-Seal,,21.0,No seal,Glt25d2-Cre_NF107
6495,2017-07-19,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6533,2017-07-20,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6534,2017-07-20,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6537,2017-07-20,No-Seal,,21.0,No seal,Glt25d2-Cre_NF107
6541,2017-07-20,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6557,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6559,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6560,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6563,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6565,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6569,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6571,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6573,2017-07-21,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre-neo
6579,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6580,2017-07-21,No-Seal,,21.0,No seal,Cux2-CreERT2
6593,2017-07-24,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6594,2017-07-24,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6595,2017-07-24,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6601,2017-07-24,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6602,2017-07-24,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6609,2017-07-24,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6618,2017-07-25,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6620,2017-07-25,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6622,2017-07-25,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6623,2017-07-25,No-Seal,,21.0,No seal,Vip-IRES-Cre
6624,2017-07-25,No-Seal,,21.0,No seal,Vip-IRES-Cre
6626,2017-07-25,No-Seal,,21.0,No seal,Vip-IRES-Cre
6633,2017-07-25,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6635,2017-07-25,No-Seal,,21.0,No seal,Vip-IRES-Cre
6651,2017-07-26,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6655,2017-07-26,No-Seal,,21.0,No seal,Vip-IRES-Cre
6656,2017-07-26,No-Seal,,21.0,No seal,Vip-IRES-Cre
6658,2017-07-26,No-Seal,,21.0,No seal,Vip-IRES-Cre
6664,2017-07-26,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6672,2017-07-26,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6689,2017-07-27,No-Seal,,21.0,No seal,Vip-IRES-Cre
6690,2017-07-27,No-Seal,,21.0,No seal,Vip-IRES-Cre
6692,2017-07-27,No-Seal,,21.0,No seal,Vip-IRES-Cre
6694,2017-07-27,No-Seal,,21.0,No seal,Vip-IRES-Cre
6703,2017-07-27,No-Seal,,21.0,No seal,Vip-IRES-Cre
6712,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6715,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6717,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6718,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6726,2017-07-28,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6727,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6730,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6734,2017-07-28,No-Seal,,21.0,No seal,Rbp4-Cre_KL100
6736,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6737,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6739,2017-07-28,No-Seal,,21.0,No seal,Vip-IRES-Cre
6748,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6749,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6750,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6751,2017-07-31,No-Seal,,21.0,No seal,Nkx2-1-CreERT2
6752,2017-07-31,No-Seal,,21.0,No seal,Nkx2-1-CreERT2
6753,2017-07-31,No-Seal,,21.0,No seal,Nkx2-1-CreERT2
6756,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6757,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6760,2017-07-31,No-Seal,,21.0,No seal,Nkx2-1-CreERT2
6764,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6765,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6766,2017-07-31,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6767,2017-07-31,No-Seal,,21.0,No seal,Nkx2-1-CreERT2
6777,2017-08-01,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6778,2017-08-01,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6779,2017-08-01,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6780,2017-08-01,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6782,2017-08-01,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6783,2017-08-01,No-Seal,,21.0,No seal,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6790,2017-08-01,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
6796,2017-08-01,No-Seal,,21.0,No seal,Ctgf-T2A-dgCre
