,Date,Post patch?,Post patch pipette R,PCR cycles,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Picogreen conc. (pg/uL),Picogreen yield (pg),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC_PF,recording duration,post patch class
2514,2017-06-13,Nucleated,,21.0,1.916666667,0.0,4.316666667,903.0,,1212.0,0.69,pass,2.4,Nucleated
2516,2017-06-13,Nucleated,,21.0,2.666666667,0.0,6.366666667,574.0,,1338.0,0.62,pass,3.7,Nucleated
2524,2017-06-13,Nucleated,,21.0,1.8,0.0,4.766666667,795.0,,2280.0,0.78,pass,2.966666667,Nucleated
2529,2017-06-14,Nucleated,,21.0,3.183333333,0.0,5.8,637.0,,2031.0,0.75,pass,2.616666667,Nucleated
2530,2017-06-14,Nucleated,,21.0,1.85,0.0,4.666666667,567.0,,1565.0,0.72,pass,2.816666667,Nucleated
2533,2017-06-14,Nucleated,,21.0,1.96666667,0.0,4.31666667,689.0,,1291.0,0.65,pass,2.35,Nucleated
2534,2017-06-14,Nucleated,,21.0,2.06666667,0.0,5.28333333,326.0,,684.0,0.54,pass,3.21666666,Nucleated
2556,2017-06-19,Nucleated,,21.0,2.316666667,0.0,5.666666667,1007.0,,1075.0,0.58,pass,3.35,Nucleated
2566,2017-06-19,Nucleated,,21.0,2.11666667,0.0,4.71666667,689.0,,869.0,0.53,pass,2.6,Nucleated
2575,2017-06-20,Nucleated,,21.0,1.883333333,0.0,3.65,401.0,,1179.0,0.74,pass,1.766666667,Nucleated
2576,2017-06-20,Nucleated,,21.0,2.0,0.0,5.483333333,1214.0,,1552.0,0.72,pass,3.483333333,Nucleated
2577,2017-06-20,Nucleated,,21.0,1.75,0.0,3.7,512.0,,580.0,0.64,pass,1.95,Nucleated
2580,2017-06-20,Nucleated,,21.0,1.833333333,0.0,5.416666667,425.0,,949.0,0.73,pass,3.583333334,Nucleated
2587,2017-06-20,Nucleated,,21.0,1.68333333,0.0,4.13333333,,,356.0,0.94,fail,2.45,Nucleated
2592,2017-06-20,Nucleated,,21.0,3.23333333,0.0,6.78333333,,,3666.0,0.63,pass,3.55,Nucleated
2593,2017-06-20,Nucleated,,21.0,2.45,0.0,6.48333333,,,1469.0,0.52,pass,4.03333333,Nucleated
2594,2017-06-20,Nucleated,,21.0,2.78333333,0.0,6.68333333,879.0,,1216.0,0.61,pass,3.9,Nucleated
2595,2017-06-20,Nucleated,,21.0,3.25,0.0,7.48333333,635.0,,1009.2,0.68,pass,4.23333333,Nucleated
2608,2017-06-21,Nucleated,,21.0,1.266666667,0.0,3.416666667,889.0,,1043.7,0.73,pass,2.15,Nucleated
2609,2017-06-21,Nucleated,,21.0,1.816666667,0.0,5.966666667,782.0,,2212.6,0.78,pass,4.15,Nucleated
2620,2017-06-21,Nucleated,,21.0,1.65,0.0,5.53333333,670.0,,1097.8,0.69,pass,3.88333333,Nucleated
2630,2017-06-22,Nucleated,,21.0,1.316666667,0.0,2.866666667,589.0,,1018.4,0.78,pass,1.55,Nucleated
2633,2017-06-22,Nucleated,,21.0,1.116666667,0.0,4.2,841.0,,1287.2,0.69,pass,3.083333333,Nucleated
2634,2017-06-22,Nucleated,,21.0,1.583333333,0.0,3.733333333,1729.0,,1594.5,0.43,pass,2.15,Nucleated
2635,2017-06-22,Nucleated,,21.0,1.283333333,0.0,5.133333333,421.0,,679.8,0.69,pass,3.85,Nucleated
2636,2017-06-22,Nucleated,,21.0,1.216666667,0.0,3.233333333,543.0,,929.2,0.86,pass,2.016666666,Nucleated
2640,2017-06-22,Nucleated,,21.0,1.58333333,0.0,4.55,746.0,,1034.2,0.65,pass,2.96666667,Nucleated
2646,2017-06-22,Nucleated,,21.0,0.88333333,0.0,3.4,915.0,,1880.0,0.68,pass,2.51666667,Nucleated
2650,2017-06-22,Nucleated,,21.0,0.93333333,0.0,4.15,2165.0,,1983.0,0.62,pass,3.21666667,Nucleated
2653,2017-06-22,Nucleated,,21.0,1.51666667,0.0,5.61666667,826.0,,1634.0,0.64,pass,4.1,Nucleated
2654,2017-06-22,Nucleated,,21.0,1.01666667,0.0,4.41666667,2131.0,,5786.0,0.85,pass,3.4,Nucleated
2655,2017-06-22,Nucleated,,21.0,1.8,0.0,5.51666667,823.0,,1252.0,0.65,pass,3.71666667,Nucleated
2663,2017-06-23,Nucleated,,21.0,2.083333333,0.0,3.95,323.0,,414.0,0.36,fail,1.866666667,Nucleated
2664,2017-06-23,Nucleated,,21.0,1.466666667,0.0,4.916666667,896.0,,1717.0,0.73,pass,3.45,Nucleated
2665,2017-06-23,Nucleated,,21.0,1.4,0.0,3.1,1855.0,,2198.0,0.43,pass,1.7,Nucleated
2666,2017-06-23,Nucleated,,21.0,2.283333333,0.0,6.05,590.0,,1489.0,0.67,pass,3.766666667,Nucleated
2667,2017-06-23,Nucleated,,21.0,4.55,0.0,6.383333333,723.0,,2231.0,0.8,pass,1.833333333,Nucleated
2668,2017-06-23,Nucleated,,21.0,1.416666667,0.0,4.7,756.0,,2258.0,0.78,pass,3.283333333,Nucleated
2670,2017-06-23,Nucleated,,21.0,1.283333333,0.0,4.416666667,188.0,,170.0,0.43,fail,3.133333334,Nucleated
2673,2017-06-23,Nucleated,,21.0,1.85,0.0,4.1,691.0,,1374.0,0.71,pass,2.25,Nucleated
2677,2017-06-23,Nucleated,,21.0,1.01666667,0.0,4.45,808.0,,2231.0,0.75,pass,3.43333333,Nucleated
2678,2017-06-23,Nucleated,,21.0,1.05,0.0,4.15,527.0,,843.0,0.64,pass,3.1,Nucleated
2679,2017-06-23,Nucleated,,21.0,0.85,0.0,3.35,478.0,,1220.0,0.64,pass,2.5,Nucleated
2680,2017-06-23,Nucleated,,21.0,0.96666667,0.0,4.1,889.0,,2945.0,0.77,pass,3.13333333,Nucleated
2681,2017-06-23,Nucleated,,21.0,1.15,0.0,3.26666667,2669.0,,4178.0,0.64,pass,2.11666667,Nucleated
2682,2017-06-23,Nucleated,,21.0,1.33333333,0.0,4.15,496.0,,1385.0,0.66,pass,2.81666667,Nucleated
2683,2017-06-23,Nucleated,,21.0,1.13333333,0.0,3.38333333,599.0,,1347.0,0.65,pass,2.25,Nucleated
2691,2017-06-23,Nucleated,,21.0,0.63333333,0.0,3.88333333,576.0,,1452.0,0.65,pass,3.25,Nucleated
2692,2017-06-23,Nucleated,,21.0,1.16666667,0.0,4.41666667,799.0,,57.0,0.71,fail,3.25,Nucleated
2693,2017-06-23,Nucleated,,21.0,2.01666667,0.0,5.28333333,1414.0,,2808.0,0.5,pass,3.26666666,Nucleated
2694,2017-06-23,Nucleated,,21.0,1.13333333,0.0,5.35,656.0,,1433.0,0.63,pass,4.21666667,Nucleated
2695,2017-06-23,Nucleated,,21.0,1.36666667,0.0,4.9,637.0,,1322.0,0.56,pass,3.53333333,Nucleated
2696,2017-06-23,Nucleated,,21.0,1.71666667,0.0,5.85,631.0,,2064.0,0.67,pass,4.13333333,Nucleated
2697,2017-06-23,Nucleated,,21.0,1.31666667,0.0,5.05,1103.0,,1190.0,0.32,pass,3.73333333,Nucleated
2698,2017-06-23,Nucleated,,21.0,2.28333333,0.0,5.48333333,802.0,,2118.0,0.64,pass,3.2,Nucleated
2699,2017-06-23,Nucleated,,21.0,1.28333333,0.0,4.65,600.0,,1383.0,0.61,pass,3.36666667,Nucleated
2706,2017-06-26,Nucleated,,21.0,1.033333333,0.0,3.15,749.0,,1541.0,0.54,pass,2.116666667,Nucleated
2713,2017-06-26,Nucleated,,21.0,1.43333333,0.0,3.78333333,908.0,,1490.0,0.57,pass,2.35,Nucleated
2717,2017-06-26,Nucleated,,21.0,0.86666667,0.0,3.31666667,569.0,,1726.0,0.64,pass,2.45,Nucleated
2718,2017-06-26,Nucleated,,21.0,0.8,0.0,3.83333333,592.0,,1211.0,0.6,pass,3.03333333,Nucleated
2720,2017-06-26,Nucleated,,21.0,0.6,0.0,2.65,1022.0,,2202.0,0.65,pass,2.05,Nucleated
2721,2017-06-26,Nucleated,,21.0,0.75,0.0,3.16666667,977.0,,1780.0,0.7,pass,2.41666667,Nucleated
2728,2017-06-27,Nucleated,,21.0,1.516666667,0.0,3.6,788.0,,1910.0,0.7,pass,2.083333333,Nucleated
2729,2017-06-27,Nucleated,,21.0,1.666666667,0.0,3.666666667,790.0,,1709.0,0.72,pass,2.0,Nucleated
2730,2017-06-27,Nucleated,,21.0,0.983333333,0.0,2.966666667,736.0,,2091.0,0.79,pass,1.983333334,Nucleated
2731,2017-06-27,Nucleated,,21.0,1.266666667,0.0,3.466666667,748.0,,2094.0,0.82,pass,2.2,Nucleated
2733,2017-06-27,Nucleated,,21.0,1.1,0.0,3.25,1178.0,,2212.0,0.75,pass,2.15,Nucleated
2737,2017-06-27,Nucleated,,21.0,1.316666667,0.0,3.883333333,862.0,,1421.0,0.58,pass,2.566666666,Nucleated
2740,2017-06-27,Nucleated,,21.0,1.06666667,0.0,4.05,858.0,,2356.0,0.76,pass,2.98333333,Nucleated
2742,2017-06-27,Nucleated,,21.0,0.48333333,0.0,2.66666667,1101.0,,2989.0,0.81,pass,2.18333334,Nucleated
2743,2017-06-27,Nucleated,,21.0,0.51666667,0.0,3.26666667,1089.0,,3737.0,0.73,pass,2.75,Nucleated
2744,2017-06-27,Nucleated,,21.0,0.83333333,0.0,3.7,1316.0,,3182.0,0.78,pass,2.86666667,Nucleated
2746,2017-06-27,Nucleated,,21.0,1.28333333,0.0,3.73333333,1062.0,,2768.0,0.76,pass,2.45,Nucleated
2747,2017-06-27,Nucleated,,21.0,0.66666667,0.0,3.28333333,618.0,,2069.0,0.7,pass,2.61666666,Nucleated
2749,2017-06-27,Nucleated,,21.0,0.6,0.0,3.55,799.0,,2726.0,0.72,pass,2.95,Nucleated
2753,2017-06-27,Nucleated,,21.0,1.26666667,0.0,5.1,1302.0,,2972.0,0.66,pass,3.83333333,Nucleated
2754,2017-06-27,Nucleated,,21.0,2.43333333,0.0,6.71666667,1002.0,,3712.0,0.8,pass,4.28333334,Nucleated
2755,2017-06-27,Nucleated,,21.0,1.46666667,0.0,4.9,928.0,,3436.0,0.83,pass,3.43333333,Nucleated
2756,2017-06-27,Nucleated,,21.0,1.43333333,0.0,5.25,1154.0,,4029.0,0.71,pass,3.81666667,Nucleated
2757,2017-06-27,Nucleated,,21.0,1.43333333,0.0,4.96666667,860.0,,3023.0,0.74,pass,3.53333334,Nucleated
2759,2017-06-27,Nucleated,,21.0,1.7,0.0,4.98333333,979.0,,1806.0,0.64,pass,3.28333333,Nucleated
2760,2017-06-27,Nucleated,,21.0,1.78333333,0.0,5.76666667,1495.0,,3360.0,0.72,pass,3.98333334,Nucleated
2768,2017-06-28,Nucleated,,21.0,1.4,0.0,3.616666667,1089.0,,3577.3,0.79,pass,2.216666667,Nucleated
2770,2017-06-28,Nucleated,,21.0,1.333333333,0.0,3.8,1541.0,,3158.3,0.76,pass,2.466666667,Nucleated
2772,2017-06-28,Nucleated,,21.0,0.816666667,0.0,4.2,878.0,,2484.8,0.76,pass,3.383333333,Nucleated
2773,2017-06-28,Nucleated,,21.0,0.75,0.0,3.183333333,705.0,,2732.9,0.79,pass,2.433333333,Nucleated
2774,2017-06-28,Nucleated,,21.0,0.9,0.0,2.95,572.0,,1701.0,0.75,pass,2.05,Nucleated
2776,2017-06-28,Nucleated,,21.0,1.016666667,0.0,2.75,694.0,,1988.4,0.56,pass,1.733333333,Nucleated
2783,2017-06-28,Nucleated,,21.0,0.68333333,0.0,3.35,1168.0,,3173.5,0.65,pass,2.66666667,Nucleated
2785,2017-06-28,Nucleated,,21.0,0.76666667,0.0,3.23333333,969.0,,3390.2,0.68,pass,2.46666666,Nucleated
2786,2017-06-28,Nucleated,,21.0,0.45,0.0,3.21666667,830.0,,3566.7,0.76,pass,2.76666667,Nucleated
2787,2017-06-28,Nucleated,,21.0,0.5,0.0,6.28333333,685.0,,2370.5,0.77,pass,5.78333333,Nucleated
2788,2017-06-28,Nucleated,,21.0,0.78333333,0.0,3.81666667,602.0,,2112.4,0.7,pass,3.03333334,Nucleated
2789,2017-06-28,Nucleated,,21.0,0.55,0.0,3.31666667,517.0,,1837.0,0.78,pass,2.76666667,Nucleated
2791,2017-06-28,Nucleated,,21.0,0.3,0.0,8.46666667,241.0,,489.2,0.62,fail,8.16666667,Nucleated
2815,2017-06-29,Nucleated,,21.0,0.61666667,0.0,3.93333333,1368.0,,382.7,0.49,fail,3.31666666,Nucleated
2821,2017-06-29,Nucleated,,21.0,0.53333333,0.0,3.25,530.0,,681.8,0.51,fail,2.71666667,Nucleated
2887,2017-07-05,Nucleated,,21.0,0.866666667,0.0,2.733333333,176.0,,220.2,0.58,fail,1.866666666,Nucleated
2889,2017-07-05,Nucleated,,21.0,0.933333333,0.0,2.8,786.0,,1818.6,0.78,pass,1.866666667,Nucleated
2898,2017-07-05,Nucleated,,21.0,0.9,0.0,4.23333333,768.0,,4028.0,0.87,pass,3.33333333,Nucleated
2900,2017-07-05,Nucleated,,21.0,0.61666667,0.0,3.46666667,475.0,,2389.3,0.83,pass,2.85,Nucleated
2901,2017-07-05,Nucleated,,21.0,0.78333333,0.0,3.95,739.0,,3573.5,0.73,pass,3.16666667,Nucleated
2904,2017-07-05,Nucleated,,21.0,0.73333333,0.0,4.45,673.0,,1438.5,0.73,pass,3.71666667,Nucleated
2905,2017-07-05,Nucleated,,21.0,1.05,0.0,4.85,718.0,,2009.3,0.85,pass,3.8,Nucleated
2906,2017-07-05,Nucleated,,21.0,0.91666667,0.0,4.46666667,729.0,,1657.2,0.8,pass,3.55,Nucleated
2909,2017-07-05,Nucleated,,21.0,0.18333333,0.0,2.21666667,804.0,,1354.1,0.48,pass,2.03333334,Nucleated
2912,2017-07-05,Nucleated,,21.0,0.36666667,0.0,3.36666667,1635.0,,3482.0,0.63,pass,3.0,Nucleated
2915,2017-07-05,Nucleated,,21.0,0.33333333,0.0,3.33333333,847.0,,1443.0,0.65,pass,3.0,Nucleated
2916,2017-07-05,Nucleated,,21.0,0.35,0.0,5.18333333,747.0,,1569.5,0.69,pass,4.83333333,Nucleated
2917,2017-07-05,Nucleated,,21.0,0.28333333,0.0,2.5,634.0,,1227.4,0.6,pass,2.21666667,Nucleated
2918,2017-07-05,Nucleated,,21.0,0.28333333,0.0,3.25,809.0,,1723.6,0.62,pass,2.96666667,Nucleated
2920,2017-07-05,Nucleated,,21.0,0.21666667,0.0,2.93333333,650.0,,1426.1,0.8,pass,2.71666666,Nucleated
2929,2017-07-06,Nucleated,,21.0,0.933333333,0.0,3.233333333,667.0,,1814.2,0.78,pass,2.3,Nucleated
2935,2017-07-06,Nucleated,,21.0,0.783333333,0.0,3.15,506.0,,1224.6,0.76,pass,2.366666667,Nucleated
2939,2017-07-06,Nucleated,,21.0,1.31666667,0.0,10.3833333,399.0,,941.9,0.96,pass,9.06666663,Nucleated
2940,2017-07-06,Nucleated,,21.0,1.1,0.0,10.0666667,690.0,,1799.1,0.82,pass,8.9666667,Nucleated
2942,2017-07-06,Nucleated,,21.0,1.1,0.0,4.78333333,407.0,,1820.8,0.84,pass,3.68333333,Nucleated
2943,2017-07-06,Nucleated,,21.0,0.73333333,0.0,9.18333333,539.0,,1864.6,0.78,pass,8.45,Nucleated
2946,2017-07-06,Nucleated,,21.0,0.21666667,0.0,8.41666667,540.0,,1636.0,0.64,pass,8.2,Nucleated
2947,2017-07-06,Nucleated,,21.0,0.3,0.0,7.53333333,823.0,,1602.8,0.62,pass,7.23333333,Nucleated
2948,2017-07-06,Nucleated,,21.0,0.38333333,0.0,3.68333333,477.0,,1388.7,0.78,pass,3.3,Nucleated
2949,2017-07-06,Nucleated,,21.0,0.28333333,0.0,7.61666667,267.0,,1262.5,0.75,pass,7.33333334,Nucleated
2952,2017-07-06,Nucleated,,21.0,0.3,0.0,8.56666667,438.0,,1298.4,0.81,pass,8.26666667,Nucleated
2953,2017-07-06,Nucleated,,21.0,0.31666667,0.0,4.8,587.0,,2224.2,0.72,pass,4.48333333,Nucleated
2960,2017-07-07,Nucleated,,21.0,0.816666667,0.0,10.43333333,611.0,,2645.1,0.65,pass,9.616666663,Nucleated
2962,2017-07-07,Nucleated,,21.0,1.383333333,0.0,2.95,598.0,,1880.4,0.77,pass,1.566666667,Nucleated
2963,2017-07-07,Nucleated,,21.0,1.516666667,0.0,12.03333333,328.0,,1668.0,0.84,pass,10.516666663,Nucleated
2970,2017-07-07,Nucleated,,21.0,1.3,0.0,10.9833333,702.0,,658.2,0.95,pass,9.6833333,Nucleated
2971,2017-07-07,Nucleated,,21.0,1.06666667,0.0,10.2333333,851.0,,2920.9,0.86,pass,9.16666663,Nucleated
2973,2017-07-07,Nucleated,,21.0,0.71666667,0.0,10.0833333,318.0,,1531.3,0.68,pass,9.36666663,Nucleated
2974,2017-07-07,Nucleated,,21.0,0.63333333,0.0,9.36666667,212.0,,1065.0,0.7,pass,8.73333334,Nucleated
2975,2017-07-07,Nucleated,,21.0,0.83333333,0.0,9.6,361.0,,1832.5,0.82,pass,8.76666667,Nucleated
2976,2017-07-07,Nucleated,,21.0,1.35,0.0,11.6166667,555.0,,1637.5,0.8,pass,10.2666667,Nucleated
2978,2017-07-07,Nucleated,,21.0,0.8,0.0,11.0166667,579.0,,1959.1,0.74,pass,10.2166667,Nucleated
2985,2017-07-07,Nucleated,,21.0,0.48333333,0.0,3.66666667,502.0,,2082.0,0.7,pass,3.18333334,Nucleated
2986,2017-07-07,Nucleated,,21.0,0.6,0.0,3.33333333,405.0,,1773.0,0.86,pass,2.73333333,Nucleated
2987,2017-07-07,Nucleated,,21.0,1.38333333,0.0,5.25,380.0,,2088.0,0.84,pass,3.86666667,Nucleated
2988,2017-07-07,Nucleated,,21.0,0.4,0.0,3.73333333,364.0,,1814.0,0.85,pass,3.33333333,Nucleated
3006,2017-07-10,Nucleated,,21.0,0.93333333,0.0,10.9666667,462.0,,1890.0,0.79,pass,10.03333337,Nucleated
3007,2017-07-10,Nucleated,,21.0,3.05,0.0,13.3166667,450.0,,1731.0,0.82,pass,10.2666667,Nucleated
3008,2017-07-10,Nucleated,,21.0,0.56666667,0.0,9.88333333,607.0,,2542.0,0.82,pass,9.31666666,Nucleated
3009,2017-07-10,Nucleated,,21.0,0.46666667,0.0,10.85,510.0,,2742.0,0.86,pass,10.38333333,Nucleated
3010,2017-07-10,Nucleated,,21.0,0.98333333,0.0,10.7166667,623.0,,2836.0,0.82,pass,9.73333337,Nucleated
3011,2017-07-10,Nucleated,,21.0,1.1,0.0,11.25,424.0,,2194.0,0.72,pass,10.15,Nucleated
3013,2017-07-10,Nucleated,,21.0,0.63333333,0.0,10.8333333,498.0,,2903.0,0.87,pass,10.19999997,Nucleated
3016,2017-07-10,Nucleated,,21.0,0.65,0.0,3.06666667,251.0,,1045.0,0.77,pass,2.41666667,Nucleated
3022,2017-07-10,Nucleated,,21.0,0.53333333,0.0,3.03333333,6.0,,328.0,0.99,fail,2.5,Nucleated
3023,2017-07-10,Nucleated,,21.0,0.56666667,0.0,8.71666667,20.0,,337.0,0.98,fail,8.15,Nucleated
3025,2017-07-10,Nucleated,,21.0,0.5,0.0,9.75,11.0,,153.0,0.95,fail,9.25,Nucleated
3035,2017-07-12,Nucleated,,21.0,1.25,0.0,9.6,153.0,,488.0,0.52,fail,8.35,Nucleated
3041,2017-07-12,Nucleated,,21.0,0.866666667,0.0,8.983333333,26.0,,243.0,0.7,fail,8.116666666,Nucleated
3044,2017-07-12,Nucleated,,21.0,1.11666667,0.0,5.06666667,588.0,,2218.0,0.7,pass,3.95,Nucleated
3045,2017-07-12,Nucleated,,21.0,2.01666667,0.0,11.25,496.0,,2491.0,0.81,pass,9.23333333,Nucleated
3047,2017-07-12,Nucleated,,21.0,0.83333333,0.0,10.45,329.0,,1672.0,0.79,pass,9.61666667,Nucleated
3049,2017-07-12,Nucleated,,21.0,1.41666667,0.0,11.65,318.0,,1578.0,0.71,pass,10.23333333,Nucleated
3051,2017-07-12,Nucleated,,21.0,0.76666667,0.0,9.85,404.0,,1779.0,0.77,pass,9.08333333,Nucleated
3060,2017-07-13,Nucleated,,21.0,0.983333333,0.0,15.28333333,521.0,,2806.0,0.84,pass,14.299999997,Nucleated
3067,2017-07-13,Nucleated,,21.0,0.93333333,0.0,19.0,576.0,,2776.0,0.78,pass,18.06666667,Nucleated
3068,2017-07-13,Nucleated,,21.0,0.5,0.0,17.3333333,433.0,,2095.0,0.78,pass,16.8333333,Nucleated
3069,2017-07-13,Nucleated,,21.0,2.73333333,0.0,12.2166667,1496.0,,5732.0,0.74,pass,9.48333337,Nucleated
3070,2017-07-13,Nucleated,,21.0,2.31666667,0.0,11.95,284.0,,1649.0,0.69,pass,9.63333333,Nucleated
3081,2017-07-14,Nucleated,,21.0,0.833333333,0.0,2.583333333,457.0,,976.0,0.66,pass,1.75,Nucleated
3082,2017-07-14,Nucleated,,21.0,0.983333333,0.0,3.483333333,406.0,,939.0,0.7,pass,2.5,Nucleated
3087,2017-07-14,Nucleated,,21.0,1.26666667,0.0,4.36666667,360.0,,706.0,0.42,pass,3.1,Nucleated
3088,2017-07-14,Nucleated,,21.0,0.68333333,0.0,3.98333333,559.0,,2064.0,0.74,pass,3.3,Nucleated
3089,2017-07-14,Nucleated,,21.0,0.78333333,0.0,4.06666667,844.0,,2350.0,0.54,pass,3.28333334,Nucleated
3090,2017-07-14,Nucleated,,21.0,1.13333333,0.0,4.96666667,455.0,,1587.0,0.79,pass,3.83333334,Nucleated
3093,2017-07-14,Nucleated,,21.0,1.81666667,0.0,4.3,548.0,,1488.0,0.52,pass,2.48333333,Nucleated
3094,2017-07-14,Nucleated,,21.0,1.6,0.0,4.38333333,1566.0,,2178.0,0.7,pass,2.78333333,Nucleated
3095,2017-07-14,Nucleated,,21.0,1.43333333,0.0,4.06666667,576.0,,1025.0,0.56,pass,2.63333334,Nucleated
3105,2017-07-17,Nucleated,,21.0,1.516666667,0.0,6.516666667,541.0,,1609.0,0.77,pass,5.0,Nucleated
3106,2017-07-17,Nucleated,,21.0,0.816666667,0.0,2.966666667,685.0,,2191.0,0.8,pass,2.15,Nucleated
3110,2017-07-17,Nucleated,,21.0,0.95,0.0,2.783333333,272.0,,1117.0,0.73,pass,1.833333333,Nucleated
3111,2017-07-17,Nucleated,,21.0,1.583333333,0.0,4.866666667,558.0,,1900.0,0.75,pass,3.283333334,Nucleated
3112,2017-07-17,Nucleated,,21.0,1.6,0.0,3.433333333,693.0,,1323.0,0.7,pass,1.833333333,Nucleated
3116,2017-07-17,Nucleated,,21.0,0.33333333,0.0,6.0,668.0,,2272.0,0.74,pass,5.66666667,Nucleated
3117,2017-07-17,Nucleated,,21.0,1.11666667,0.0,4.73333333,425.0,,1918.0,0.73,pass,3.61666666,Nucleated
3119,2017-07-17,Nucleated,,21.0,0.58333333,0.0,3.73333333,422.0,,1484.0,0.58,pass,3.15,Nucleated
3120,2017-07-17,Nucleated,,21.0,0.8,0.0,4.11666667,290.0,,382.0,0.43,fail,3.31666667,Nucleated
3121,2017-07-17,Nucleated,,21.0,0.76666667,0.0,11.0166667,466.0,,1368.0,0.67,pass,10.25000003,Nucleated
3122,2017-07-17,Nucleated,,21.0,0.73333333,0.0,10.4166667,355.0,,461.0,0.47,fail,9.68333337,Nucleated
3123,2017-07-17,Nucleated,,21.0,0.93333333,0.0,10.0833333,178.0,,235.0,0.43,fail,9.14999997,Nucleated
3131,2017-07-18,Nucleated,,21.0,0.766666667,0.0,12.06666667,850.0,,2358.0,0.76,pass,11.300000003,Nucleated
3140,2017-07-18,Nucleated,,21.0,0.85,0.0,11.2166667,637.0,,1594.0,0.68,pass,10.3666667,Nucleated
3142,2017-07-18,Nucleated,,21.0,0.9,0.0,4.31666667,325.0,,1717.0,0.71,pass,3.41666667,Nucleated
3146,2017-07-18,Nucleated,,21.0,1.18333333,0.0,11.0,809.0,,3296.0,0.75,pass,9.81666667,Nucleated
3147,2017-07-18,Nucleated,,21.0,0.68333333,0.0,10.1166667,504.0,,1677.0,0.7,pass,9.43333337,Nucleated
3148,2017-07-18,Nucleated,,21.0,0.85,0.0,10.6333333,646.0,,2605.0,0.77,pass,9.7833333,Nucleated
3157,2017-07-19,Nucleated,,21.0,1.783333333,0.0,12.55,660.0,,2903.0,0.71,pass,10.766666667,Nucleated
3159,2017-07-19,Nucleated,,21.0,1.366666667,0.0,8.866666667,786.0,,3014.0,0.77,pass,7.5,Nucleated
3160,2017-07-19,Nucleated,,21.0,3.116666667,0.0,11.85,657.0,,2205.0,0.78,pass,8.733333333,Nucleated
3162,2017-07-19,Nucleated,,21.0,1.533333333,0.0,10.55,325.0,,1405.0,0.79,pass,9.016666667,Nucleated
3163,2017-07-19,Nucleated,,21.0,1.5,0.0,10.75,591.0,,1376.0,0.71,pass,9.25,Nucleated
3164,2017-07-19,Nucleated,,21.0,0.383333333,0.0,9.55,338.0,,1295.0,0.72,pass,9.166666667,Nucleated
3165,2017-07-19,Nucleated,,21.0,2.116666667,0.0,10.88333333,444.0,,1918.0,0.64,pass,8.766666663,Nucleated
3168,2017-07-19,Nucleated,,21.0,1.1,0.0,5.33333333,778.0,,2680.0,0.67,pass,4.23333333,Nucleated
3169,2017-07-19,Nucleated,,21.0,1.43333333,0.0,5.13333333,807.0,,3129.0,0.63,pass,3.7,Nucleated
3170,2017-07-19,Nucleated,,21.0,2.2,0.0,10.65,795.0,,2648.0,0.55,pass,8.45,Nucleated
3171,2017-07-19,Nucleated,,21.0,1.95,0.0,11.3333333,546.0,,2046.0,0.76,pass,9.3833333,Nucleated
3172,2017-07-19,Nucleated,,21.0,2.13333333,0.0,12.8833333,760.0,,1978.0,0.61,pass,10.74999997,Nucleated
3173,2017-07-19,Nucleated,,21.0,1.61666667,0.0,11.35,520.0,,2306.0,0.77,pass,9.73333333,Nucleated
3174,2017-07-19,Nucleated,,21.0,1.13333333,0.0,10.3833333,374.0,,1232.0,0.61,pass,9.24999997,Nucleated
3175,2017-07-19,Nucleated,,21.0,1.66666667,0.0,12.75,616.0,,1761.0,0.64,pass,11.08333333,Nucleated
3176,2017-07-19,Nucleated,,21.0,1.83333333,0.0,12.3333333,498.0,,1598.0,0.6,pass,10.49999997,Nucleated
3177,2017-07-19,Nucleated,,21.0,1.66666667,0.0,11.2166667,353.0,,1155.0,0.68,pass,9.55000003,Nucleated
3178,2017-07-19,Nucleated,,21.0,1.61666667,0.0,11.3666667,598.0,,2048.0,0.79,pass,9.75000003,Nucleated
3181,2017-07-19,Nucleated,,21.0,1.6,0.0,11.3666667,215.0,,366.0,0.24,fail,9.7666667,Nucleated
3183,2017-07-19,Nucleated,,21.0,1.48333333,0.0,11.3333333,419.0,,1455.0,0.72,pass,9.84999997,Nucleated
3184,2017-07-19,Nucleated,,21.0,1.16666667,0.0,9.83333333,226.0,,0.0,0.14,fail,8.66666666,Nucleated
3192,2017-07-20,Nucleated,,21.0,1.016666667,0.0,9.266666667,437.0,,1503.0,0.75,pass,8.25,Nucleated
3193,2017-07-20,Nucleated,,21.0,1.6,0.0,10.38333333,319.0,,1085.0,0.7,pass,8.78333333,Nucleated
3194,2017-07-20,Nucleated,,21.0,2.183333333,0.0,12.8,400.0,,1480.0,0.8,pass,10.616666667,Nucleated
3197,2017-07-20,Nucleated,,21.0,1.0,0.0,9.283333333,651.0,,2636.0,0.75,pass,8.283333333,Nucleated
3198,2017-07-20,Nucleated,,21.0,0.8,0.0,9.95,445.0,,1911.0,0.78,pass,9.15,Nucleated
3204,2017-07-20,Nucleated,,21.0,1.55,0.0,11.7,787.0,,2289.0,0.79,pass,10.15,Nucleated
3205,2017-07-20,Nucleated,,21.0,1.68333333,0.0,12.7333333,414.0,,1295.0,0.74,pass,11.04999997,Nucleated
